Target,Mode,Run,Function,N_test_in_function,Correct_in_function,Accuracy_in_function,TN_in_function,FP_in_function,FN_in_function,TP_in_function
Mutagenic,Binary (2 vs others),46,Filler,28,21,75.0,20.0,2.0,5.0,1.0
Mutagenic,Binary (2 vs others),46,Lubricant,31,24,77.41935483870968,23.0,1.0,6.0,1.0
Mutagenic,Binary (2 vs others),46,Monomer,14,12,85.71428571428571,12.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),46,Odor_Agent,17,14,82.35294117647058,14.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),46,Plasticizer,18,16,88.88888888888889,16.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),46,Catalyst,20,18,90.0,18.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),46,Crosslinking_agent,18,18,100.0,18.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Flame_retardant,5,3,60.0,3.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),46,Antioxidant,15,14,93.33333333333333,14.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Heat_stabilizer,5,4,80.0,4.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Blowing_agent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Initiator,9,9,100.0,9.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Antistatic_agent,5,4,80.0,4.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),46,Solvent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Surfactant,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),47,Antioxidant,18,15,83.33333333333334,13.0,0.0,3.0,2.0
Mutagenic,Binary (2 vs others),47,Catalyst,26,22,84.61538461538461,20.0,1.0,3.0,2.0
Mutagenic,Binary (2 vs others),47,Crosslinking_agent,27,23,85.18518518518519,21.0,1.0,3.0,2.0
Mutagenic,Binary (2 vs others),47,Initiator,14,11,78.57142857142857,11.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),47,Lubricant,35,30,85.71428571428571,28.0,1.0,4.0,2.0
Mutagenic,Binary (2 vs others),47,Colorant,63,54,85.71428571428571,50.0,3.0,6.0,4.0
Mutagenic,Binary (2 vs others),47,Other_Processing_Aids,57,44,77.19298245614034,41.0,3.0,10.0,3.0
Mutagenic,Binary (2 vs others),47,Biocide,29,24,82.75862068965517,21.0,1.0,4.0,3.0
Mutagenic,Binary (2 vs others),47,Monomer,12,11,91.66666666666666,11.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),47,Heat_stabilizer,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),47,Light_stabilizer,19,16,84.21052631578947,14.0,0.0,3.0,2.0
Mutagenic,Binary (2 vs others),47,Filler,32,28,87.5,25.0,0.0,4.0,3.0
Mutagenic,Binary (2 vs others),47,Intermediate,35,28,80.0,26.0,1.0,6.0,2.0
Mutagenic,Binary (2 vs others),47,Odor_Agent,22,18,81.81818181818183,16.0,0.0,4.0,2.0
Mutagenic,Binary (2 vs others),47,Plasticizer,12,8,66.66666666666666,8.0,2.0,2.0,0.0
Mutagenic,Binary (2 vs others),47,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),47,Viscosity_modifier,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),47,Flame_retardant,4,3,75.0,3.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),47,Antistatic_agent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),47,Blowing_agent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),48,Crosslinking_agent,28,25,89.28571428571429,24.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),48,Intermediate,36,27,75.0,25.0,0.0,9.0,2.0
Mutagenic,Binary (2 vs others),48,Biocide,17,14,82.35294117647058,14.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),48,Colorant,64,56,87.5,56.0,2.0,6.0,0.0
Mutagenic,Binary (2 vs others),48,Filler,33,27,81.81818181818183,27.0,1.0,5.0,0.0
Mutagenic,Binary (2 vs others),48,Light_stabilizer,17,16,94.11764705882352,16.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),48,Lubricant,28,25,89.28571428571429,25.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),48,Odor_Agent,10,8,80.0,8.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),48,Other_Processing_Aids,64,54,84.375,54.0,3.0,7.0,0.0
Mutagenic,Binary (2 vs others),48,Plasticizer,17,14,82.35294117647058,14.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),48,Antioxidant,11,11,100.0,10.0,0.0,0.0,1.0
Mutagenic,Binary (2 vs others),48,Heat_stabilizer,5,5,100.0,5.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),48,Monomer,15,12,80.0,12.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),48,Antistatic_agent,2,1,50.0,1.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),48,Catalyst,19,16,84.21052631578947,15.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),48,Initiator,13,11,84.61538461538461,10.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),48,Viscosity_modifier,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),48,Flame_retardant,8,5,62.5,5.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),48,Blowing_agent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),48,Solvent,1,0,0.0,0.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),49,Colorant,50,42,84.0,40.0,3.0,5.0,2.0
Mutagenic,Binary (2 vs others),49,Biocide,23,19,82.6086956521739,18.0,2.0,2.0,1.0
Mutagenic,Binary (2 vs others),49,Catalyst,16,12,75.0,10.0,1.0,3.0,2.0
Mutagenic,Binary (2 vs others),49,Antioxidant,16,15,93.75,15.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),49,Light_stabilizer,17,15,88.23529411764706,14.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),49,Lubricant,28,24,85.71428571428571,23.0,3.0,1.0,1.0
Mutagenic,Binary (2 vs others),49,Monomer,13,11,84.61538461538461,11.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),49,Other_Processing_Aids,59,48,81.35593220338984,45.0,5.0,6.0,3.0
Mutagenic,Binary (2 vs others),49,Intermediate,38,31,81.57894736842105,30.0,1.0,6.0,1.0
Mutagenic,Binary (2 vs others),49,Plasticizer,11,9,81.81818181818183,9.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),49,Filler,24,22,91.66666666666666,21.0,2.0,0.0,1.0
Mutagenic,Binary (2 vs others),49,Crosslinking_agent,19,17,89.47368421052632,15.0,0.0,2.0,2.0
Mutagenic,Binary (2 vs others),49,Initiator,10,9,90.0,7.0,0.0,1.0,2.0
Mutagenic,Binary (2 vs others),49,Odor_Agent,16,15,93.75,13.0,0.0,1.0,2.0
Mutagenic,Binary (2 vs others),49,Flame_retardant,6,4,66.66666666666666,4.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),49,Heat_stabilizer,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),49,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),49,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),49,Antistatic_agent,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),49,Viscosity_modifier,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),49,Solvent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Lubricant,26,23,88.46153846153845,23.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),50,Odor_Agent,20,17,85.0,17.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),50,Other_Processing_Aids,55,45,81.81818181818183,44.0,1.0,9.0,1.0
Mutagenic,Binary (2 vs others),50,Plasticizer,15,12,80.0,12.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),50,Solvent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),50,Biocide,25,22,88.0,22.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),50,Colorant,67,58,86.56716417910447,56.0,1.0,8.0,2.0
Mutagenic,Binary (2 vs others),50,Catalyst,19,16,84.21052631578947,16.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),50,Crosslinking_agent,21,18,85.71428571428571,18.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),50,Filler,29,26,89.65517241379311,26.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),50,Intermediate,45,36,80.0,35.0,0.0,9.0,1.0
Mutagenic,Binary (2 vs others),50,Flame_retardant,9,7,77.77777777777779,7.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),50,Monomer,18,17,94.44444444444444,17.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),50,Light_stabilizer,13,13,100.0,13.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Antioxidant,17,16,94.11764705882352,16.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),50,Heat_stabilizer,7,7,100.0,7.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Initiator,12,10,83.33333333333334,10.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),50,Blowing_agent,4,2,50.0,2.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),50,NIAS,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Antistatic_agent,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Viscosity_modifier,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Impact_modifier,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),50,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
